concept_id_1,concept_id_2,relationship_id,valid_start_date,valid_end_date,invalid_reason
1107882,44488142,Mapped from,2017-10-23,2099-12-31,
1127433,45130159,Mapped from,2012-05-07,2099-12-31,
45346508,957136,Maps to,2008-01-01,2099-12-31,
4059173,4016117,Mapped from,1970-01-01,2099-12-31,
1551192,44977905,Mapped from,1970-01-01,2099-12-31,
19080128,44348281,RxNorm - SPL,1970-01-01,2099-12-31,
40481827,4048171,Finding site of,2019-01-31,2099-12-31,
19078106,45334084,Mapped from,1970-01-01,2099-12-31,
45798700,997899,SPL - RxNorm,2015-01-29,2099-12-31,
1545959,591051,RxNorm - SPL,2019-02-10,2099-12-31,
36210656,42869735,Subsumes,1970-01-01,2099-12-31,
439777,44801219,Concept was_a from,2017-07-31,2099-12-31,
45804843,1115171,Maps to,2015-01-29,2099-12-31,
1107882,44985464,Mapped from,2007-08-01,2099-12-31,
45112302,19008572,Maps to,1970-01-01,2099-12-31,
36479502,19075601,Maps to,2017-10-01,2099-12-31,
43862532,35603924,Marketed form of,2017-06-24,2099-12-31,
46234710,1029816,Has time aspect,2019-12-13,2099-12-31,
40221836,41330753,Has marketed form,2017-07-18,2099-12-31,
44472808,715294,Maps to,2017-10-23,2099-12-31,
40229134,45817153,Mapped from,2015-01-29,2099-12-31,
1127433,1226245,Mapped from,2021-03-07,2099-12-31,
4122821,4207470,Has method,2011-07-31,2099-12-31,
9675,9675,Mapped from,1970-01-01,2099-12-31,
40236824,44840286,Mapped from,1970-01-01,2099-12-31,
1768362,19008572,Maps to,2019-01-13,2099-12-31,
4264472,4079750,Is a,2020-03-09,2099-12-31,
36497350,19019273,Maps to,2017-12-14,2099-12-31,
45160845,957136,Maps to,1970-01-01,2099-12-31,
45858231,19018935,Maps to,2015-01-29,2099-12-31,
312437,44802520,Mapped from,2016-10-05,2099-12-31,
40162522,45262536,Mapped from,2009-08-03,2099-12-31,
44017463,1112807,Brand name of,2017-06-25,2099-12-31,
1332419,41043973,Has marketed form,2017-07-18,2099-12-31,
35898834,40185280,Maps to,2021-10-10,2099-12-31,
4300976,4300976,Maps to,1970-01-01,2099-12-31,
920334,45267960,Mapped from,1970-01-01,2099-12-31,
44049391,1154380,Marketed form of,2017-06-25,2099-12-31,
1551170,45859765,Mapped from,2015-01-29,2099-12-31,
45805581,19078461,Maps to,2015-01-29,2099-12-31,
45022223,1107882,Maps to,2013-06-03,2099-12-31,
8715,44797533,Concept was_a from,2019-01-31,2099-12-31,
19080128,21043270,Has marketed form,2017-06-24,2099-12-31,
1177480,36218326,RxNorm ing of,2016-08-01,2099-12-31,
44477320,19019273,Maps to,2017-10-23,2099-12-31,
4168004,42538705,Asso morph of,2018-01-31,2099-12-31,
4271678,443601,Finding site of,2011-07-31,2099-12-31,
37018340,4183680,Follows,2019-07-31,2099-12-31,
40485433,4043071,Is a,2020-03-09,2099-12-31,
4040976,3519252,Mapped from,2020-07-31,2099-12-31,
40888107,19073777,Marketed form of,2017-07-18,2099-12-31,
46275711,2048414,Has marketed form,2020-07-31,2099-12-31,
44863965,46233710,Maps to,2017-10-23,2099-12-31,
19020053,45116769,Mapped from,1970-01-01,2099-12-31,
1107882,45374869,Mapped from,2013-10-02,2099-12-31,
19019851,44920213,Mapped from,1970-01-01,2099-12-31,
45044714,19019851,Maps to,1970-01-01,2099-12-31,
1204944,19008572,SPL - RxNorm,2021-01-31,2099-12-31,
1551192,45796669,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,44985081,Mapped from,2014-03-03,2099-12-31,
44990423,1545959,Maps to,2012-11-26,2099-12-31,
35870239,1150837,Tradename of,2020-10-02,2099-12-31,
36715416,40277917,Is a,2018-07-31,2099-12-31,
19073094,42930787,Has tradename,2018-08-21,2099-12-31,
42686221,46275427,SPL - RxNorm,1970-01-01,2099-12-31,
1539411,44075049,Has marketed form,2017-06-25,2099-12-31,
19020053,21172759,Has marketed form,2015-08-17,2099-12-31,
45295367,40185280,Maps to,2013-10-02,2099-12-31,
42528379,3038553,Panel contains,1970-01-01,2099-12-31,
42651525,19020053,SPL - RxNorm,2020-02-09,2099-12-31,
42936853,1539411,Tradename of,2018-08-21,2099-12-31,
40223768,45640184,Mapped from,1970-01-01,2099-12-31,
45204271,40163554,Maps to,2011-02-07,2099-12-31,
44429599,40162522,Maps to,2016-03-01,2099-12-31,
37019193,443597,Is a,2016-01-31,2099-12-31,
36493843,1107882,Maps to,2017-12-14,2099-12-31,
44341802,40163924,SPL - RxNorm,1970-01-01,2099-12-31,
44445752,739207,Maps to,2017-09-01,2099-12-31,
1551192,45297226,Mapped from,2009-03-02,2099-12-31,
4235813,4235813,Mapped from,2009-01-31,2099-12-31,
3000963,40765349,Contained in panel,1970-01-01,2099-12-31,
1348267,40856909,Has marketed form,2017-07-18,2099-12-31,
1304048,41353253,Has marketed form,2017-07-18,2099-12-31,
42867467,46275444,Maps to,2020-04-12,2099-12-31,
1115171,46303377,RxNorm - SPL,2015-10-16,2099-12-31,
45009929,19077463,Maps to,2012-11-26,2099-12-31,
44884347,1551192,Maps to,1970-01-01,2099-12-31,
1778162,42909461,Has brand name,2018-08-21,2099-12-31,
4106455,4042699,Method of,2011-07-31,2099-12-31,
19078461,748272,Mapped from,2022-03-27,2099-12-31,
4240345,4038939,Finding method of,2011-07-31,2099-12-31,
4205519,762988,Subsumes,2018-01-31,2099-12-31,
19133905,44474387,Mapped from,2017-10-23,2099-12-31,
1115171,45864476,Mapped from,2015-01-29,2099-12-31,
19075601,21102368,Has marketed form,2017-06-24,2099-12-31,
21055178,40173590,Marketed form of,2015-08-17,2099-12-31,
45897885,40163924,SPL - RxNorm,2015-03-26,2099-12-31,
19020053,46243173,RxNorm - SPL,2015-07-08,2099-12-31,
40228214,45068096,Mapped from,2011-10-25,2099-12-31,
45086861,19073094,Maps to,2014-03-03,2099-12-31,
19023564,45653295,RxNorm - SPL,2015-01-29,2099-12-31,
1112807,43568255,Has brand name,2016-07-01,2099-12-31,
19076374,35778997,Has marketed form,2017-08-02,2099-12-31,
40244026,44960115,Mapped from,1970-01-01,2099-12-31,
1115171,45793642,RxNorm - SPL,2015-01-29,2099-12-31,
45187658,1107882,Maps to,2013-06-03,2099-12-31,
36398429,40160970,Maps to,2021-05-09,2099-12-31,
40222846,44441940,Mapped from,2016-07-01,2099-12-31,
45352807,957136,Maps to,1970-01-01,2099-12-31,
36367882,1511248,SPL - RxNorm,2020-11-08,2099-12-31,
9503,9503,Maps to,1970-01-01,2099-12-31,
4207470,4234927,Method of,2011-07-31,2099-12-31,
43276659,1348267,Marketed form of,2017-06-24,2099-12-31,
42919566,1154062,Tradename of,2018-08-21,2099-12-31,
19008572,45865341,Mapped from,2015-01-29,2099-12-31,
45212145,19078461,Maps to,2013-06-03,2099-12-31,
40769194,1033751,Has scale type,2019-12-13,2099-12-31,
19077218,21033736,Has marketed form,2017-06-24,2099-12-31,
4134565,44823880,Mapped from,2002-10-01,2099-12-31,
1127433,45119343,Mapped from,2010-12-06,2099-12-31,
42535206,440674,Has due to,2018-01-31,2099-12-31,
4085075,4021336,Subsumes,2011-07-31,2099-12-31,
45353066,1551192,Maps to,1970-01-01,2099-12-31,
4216752,4273629,Subsumes,2011-07-31,2099-12-31,
43623967,19077218,Marketed form of,2017-06-24,2099-12-31,
35108594,42707627,Maps to,2020-07-12,2099-12-31,
4296205,441177,Subsumes,2011-07-31,2099-12-31,
19079524,35848755,Has tradename,2020-10-02,2099-12-31,
40162522,45134190,Mapped from,2013-10-02,2099-12-31,
43278691,19020053,Tradename of,2016-09-30,2099-12-31,
832282,35605380,Maps to,2021-06-20,2099-12-31,
1101556,45352862,Mapped from,1970-01-01,2099-12-31,
1545959,36193698,Mapped from,2018-09-23,2099-12-31,
40236446,45353148,Mapped from,2011-03-07,2099-12-31,
45894621,1107882,SPL - RxNorm,2015-03-26,2099-12-31,
42684298,19134047,Maps to,2021-11-01,2099-12-31,
1177480,42908332,Has brand name,2018-08-21,2099-12-31,
45691506,19020053,Maps to,1970-01-01,2099-12-31,
43258696,1718758,Marketed form of,2017-06-24,2099-12-31,
3033575,1029672,Has property,2019-12-13,2099-12-31,
19134047,44350630,RxNorm - SPL,1970-01-01,2099-12-31,
42869735,1011838,Has component,2019-12-13,2099-12-31,
36467079,1344909,Maps to,2019-01-13,2099-12-31,
19078461,45059635,Mapped from,1970-01-01,2099-12-31,
45272567,19020053,Maps to,2011-11-07,2099-12-31,
4061811,4273323,Has focus,2011-07-31,2099-12-31,
4226791,201826,Finding asso with,2011-07-31,2099-12-31,
40228214,45873274,Mapped from,2015-01-29,2099-12-31,
44947403,40229134,Maps to,2015-03-26,2099-12-31,
4012637,37395648,Finding site of,2016-07-31,2099-12-31,
45007797,19079658,Maps to,1970-01-01,2099-12-31,
19080129,42806137,RxNorm - SPL,2018-04-20,2099-12-31,
36156441,19020053,SPL - RxNorm,1970-01-01,2099-12-31,
44166913,1539411,Marketed form of,2017-10-06,2099-12-31,
19033893,45042809,Mapped from,1970-01-01,2099-12-31,
4146869,4240345,Using finding method,2011-07-31,2099-12-31,
36477507,40162522,Maps to,2017-11-01,2099-12-31,
1551192,1143199,RxNorm - SPL,2021-09-12,2099-12-31,
1220899,19125062,Maps to,2021-03-07,2099-12-31,
40184084,45263606,Mapped from,2010-06-07,2099-12-31,
19080129,45380111,Mapped from,1970-01-01,2099-12-31,
45126501,723042,Maps to,2011-02-07,2099-12-31,
45272857,723042,Maps to,2013-06-03,2099-12-31,
40232448,45318226,Mapped from,2015-01-29,2099-12-31,
4033731,4033731,Mapped from,1970-01-01,2099-12-31,
78314,4168004,Has asso morph,2011-07-31,2099-12-31,
19018935,45121994,Mapped from,1970-01-01,2099-12-31,
40162522,45068015,Mapped from,2010-09-07,2099-12-31,
381316,762344,Subsumes,2018-01-31,2099-12-31,
19134047,42686049,RxNorm - SPL,1970-01-01,2099-12-31,
44441620,40185280,Maps to,2017-09-01,2099-12-31,
40771926,1025532,Has system,2019-12-13,2099-12-31,
19019308,42823184,Mapped from,2018-01-01,2099-12-31,
35525039,19078461,Maps to,2018-11-25,2099-12-31,
40231925,36381927,Mapped from,2020-10-25,2099-12-31,
4207470,4272650,Method of,2011-07-31,2099-12-31,
43288331,19077463,Marketed form of,2017-06-24,2099-12-31,
37508556,40168884,Maps to,2020-06-14,2099-12-31,
46243315,19080128,SPL - RxNorm,2015-07-08,2099-12-31,
19020053,800307,Mapped from,2020-03-08,2099-12-31,
1033749,37020172,Scale type of,2019-12-13,2099-12-31,
4301351,4175459,Follows,2016-01-31,2099-12-31,
4040795,4022567,Is a,2011-07-31,2099-12-31,
4057824,75860,Is a,2011-07-31,2099-12-31,
40232448,36387257,Mapped from,2020-10-25,2099-12-31,
4062594,4240345,Using finding method,2011-07-31,2099-12-31,
19020053,45896861,RxNorm - SPL,2015-03-26,2099-12-31,
46298948,1551170,SPL - RxNorm,1970-01-01,2099-12-31,
45636894,1539463,SPL - RxNorm,1970-01-01,2099-12-31,
4194123,4194123,Maps to,1970-01-01,2099-12-31,
40174880,45339746,Mapped from,2013-08-05,2099-12-31,
723042,45309846,Mapped from,1970-01-01,2099-12-31,
36001884,19080129,Maps to,2019-02-10,2099-12-31,
4203123,4240345,Using finding method,2011-07-31,2099-12-31,
46242290,1321363,SPL - RxNorm,2015-07-08,2099-12-31,
36203796,3046581,Panel contains,1970-01-01,2099-12-31,
36191540,1551192,Maps to,2018-09-23,2099-12-31,
42805113,40185304,SPL - RxNorm,1970-01-01,2099-12-31,
40236824,44424934,Mapped from,2017-06-01,2099-12-31,
4301351,137005,Due to of,2018-01-31,2099-12-31,
4138933,4079616,Concept was_a from,2014-04-01,2099-12-31,
44865542,40231925,Maps to,2011-01-03,2099-12-31,
45803632,1551192,SPL - RxNorm,2015-03-26,2099-12-31,
997899,36191484,Mapped from,2018-09-23,2099-12-31,
46233988,42801993,RxNorm - SPL,1970-01-01,2099-12-31,
957136,45076694,Mapped from,1970-01-01,2099-12-31,
19077218,41042090,Has marketed form,2017-07-18,2099-12-31,
4038413,4240345,Using finding method,2011-07-31,2099-12-31,
1348267,43858440,Has marketed form,2017-06-24,2099-12-31,
1107882,45288209,Mapped from,2011-10-25,2099-12-31,
42869727,40764337,Contained in panel,1970-01-01,2099-12-31,
4240345,4149525,Finding method of,2011-07-31,2099-12-31,
40228214,42957361,Has tradename,2018-08-21,2099-12-31,
19073183,19073183,Mapped from,1970-01-01,2099-12-31,
1107882,40725152,Has marketed form,2018-06-04,2099-12-31,
4012833,4234705,Is a,2011-07-31,2099-12-31,
41231813,1332419,Marketed form of,2017-07-18,2099-12-31,
40228214,45091977,Mapped from,2012-05-07,2099-12-31,
40165015,45204193,Mapped from,2011-04-04,2099-12-31,
19134047,44436393,Mapped from,2016-03-01,2099-12-31,
4057262,2314088,SNOMED cat - CPT4,1980-01-01,2099-12-31,
720843,720843,Maps to,2022-04-08,2099-12-31,
1771220,1771162,RxNorm has ing,2005-04-04,2099-12-31,
1115171,44885870,Mapped from,2014-03-03,2099-12-31,
19080129,1229655,Mapped from,2021-02-14,2099-12-31,
36203185,3031680,Panel contains,1970-01-01,2099-12-31,
19133768,45648853,RxNorm - SPL,2015-01-29,2099-12-31,
19029476,41431073,Has marketed form,2017-07-18,2099-12-31,
42869846,42869846,Maps to,2012-09-14,2099-12-31,
41195483,1539463,Marketed form of,2017-07-18,2099-12-31,
45008599,40174880,Maps to,2010-04-05,2099-12-31,
762989,4162299,Has asso proc,2018-01-31,2099-12-31,
35508981,1115171,SPL - RxNorm,2018-12-09,2099-12-31,
44867347,19078924,Maps to,1970-01-01,2099-12-31,
21143034,957136,Marketed form of,2015-08-17,2099-12-31,
1551170,1219716,Mapped from,2021-01-31,2099-12-31,
40800583,1112807,Brand name of,2017-07-18,2099-12-31,
19020053,46242163,RxNorm - SPL,2015-07-08,2099-12-31,
36056019,1344909,Marketed form of,2020-08-17,2099-12-31,
4207470,35622419,Method of,2018-07-31,2099-12-31,
19020053,36511947,RxNorm - SPL,2019-11-10,2099-12-31,
19078461,45874386,Mapped from,2015-01-29,2099-12-31,
19079524,36156620,RxNorm - SPL,1970-01-01,2099-12-31,
4149867,45766064,Maps to,2016-01-31,2099-12-31,
4080060,4079617,Is a,2011-07-31,2099-12-31,
42835445,19078924,Maps to,2018-04-20,2099-12-31,
19073777,44918821,Mapped from,2010-03-01,2099-12-31,
19079658,45290565,Mapped from,2014-03-03,2099-12-31,
19018935,44854233,Mapped from,2008-05-01,2099-12-31,
19078461,36109531,Mapped from,2019-11-10,2099-12-31,
1778162,42914826,Has brand name,2018-08-21,2099-12-31,
1107882,45687237,RxNorm - SPL,2019-05-13,2099-12-31,
19078461,36157948,RxNorm - SPL,1970-01-01,2099-12-31,
45695817,19080128,Maps to,1970-01-01,2099-12-31,
44408265,42707627,Maps to,2017-06-01,2099-12-31,
44850672,43012036,Maps to,2013-03-04,2099-12-31,
4010253,4260105,Subsumes,2011-07-31,2099-12-31,
19008572,44906685,Mapped from,2008-01-01,2099-12-31,
42654948,40174880,Maps to,2020-02-09,2099-12-31,
46308405,46233710,SPL - RxNorm,1970-01-01,2099-12-31,
19080128,43272590,Has marketed form,2016-09-30,2099-12-31,
45701914,19133873,SPL - RxNorm,1970-01-01,2099-12-31,
1154380,21147889,Has marketed form,2017-06-24,2099-12-31,
45068830,19077344,Maps to,2011-10-25,2099-12-31,
19020053,45340466,Mapped from,2011-10-25,2099-12-31,
1127433,45335263,Mapped from,2013-08-05,2099-12-31,
19020053,45699734,RxNorm - SPL,2015-01-29,2099-12-31,
43212272,19007332,Marketed form of,2017-06-24,2099-12-31,
42822861,19079658,Maps to,2018-01-01,2099-12-31,
45206220,19018935,Maps to,2014-03-03,2099-12-31,
44490519,19022781,Maps to,2017-10-23,2099-12-31,
19020053,35884803,Has marketed form,2020-12-07,2099-12-31,
43858445,1348267,Tradename of,2016-07-01,2099-12-31,
19075001,44941319,Mapped from,1970-01-01,2099-12-31,
19078461,36601372,Mapped from,2019-11-10,2099-12-31,
19080128,44989479,Mapped from,2008-01-02,2099-12-31,
2617584,4336464,Is a,2018-11-27,2099-12-31,
19078461,45165671,Mapped from,2009-04-06,2099-12-31,
4285898,37016843,Subsumes,2016-01-31,2099-12-31,
44429097,19020053,Maps to,2016-01-01,2099-12-31,
44435830,40236824,Maps to,2017-05-01,2099-12-31,
4043738,1568428,Mapped from,1970-01-01,2099-12-31,
45327617,19080129,Maps to,1970-01-01,2099-12-31,
40223768,45023696,Mapped from,2011-07-05,2099-12-31,
36195633,40236446,Maps to,2018-11-25,2099-12-31,
40232448,36140990,RxNorm - SPL,2021-12-12,2099-12-31,
43135821,40174052,Marketed form of,2017-06-24,2099-12-31,
4207470,35623006,Method of,2018-07-31,2099-12-31,
43772204,35604143,Marketed form of,2017-06-24,2099-12-31,
19078461,45650241,RxNorm - SPL,1970-01-01,2099-12-31,
44896211,19134047,Maps to,2009-06-01,2099-12-31,
1010479,3042932,Method of,2019-12-13,2099-12-31,
37117046,44810647,Subsumes,2018-01-31,2099-12-31,
46255439,40232448,Maps to,2015-07-08,2099-12-31,
43032635,19077463,Marketed form of,2019-10-06,2099-12-31,
19077344,45322269,Mapped from,2012-05-07,2099-12-31,
44809056,37117046,Is a,2018-01-31,2099-12-31,
198809,4059304,Concept was_a from,2014-04-01,2099-12-31,
1112807,36213158,RxNorm ing of,2016-08-01,2099-12-31,
1332419,21053016,Has marketed form,2015-08-17,2099-12-31,
19073777,45101916,Mapped from,2009-07-06,2099-12-31,
19009384,40716736,Has marketed form,2018-06-04,2099-12-31,
42823135,19008572,Maps to,2018-02-01,2099-12-31,
44934091,19019851,Maps to,1970-01-01,2099-12-31,
19080128,44341373,RxNorm - SPL,2018-11-25,2099-12-31,
4295880,4295880,Mapped from,1970-01-01,2099-12-31,
40221994,1112807,RxNorm has ing,2010-07-06,2099-12-31,
40232448,36143031,Mapped from,2021-12-12,2099-12-31,
46242371,40232448,SPL - RxNorm,2015-07-08,2099-12-31,
133834,4061737,Concept was_a from,2014-04-01,2099-12-31,
42911289,1112807,Brand name of,2018-08-21,2099-12-31,
3001164,3000185,Concept replaced by,1970-01-01,2099-12-31,
45083776,19019273,Maps to,2011-09-06,2099-12-31,
4085731,4044700,Has method,2011-07-31,2099-12-31,
1177480,36882719,RxNorm ing of,2017-06-24,2099-12-31,
42963477,19074843,Tradename of,2018-08-21,2099-12-31,
40232448,36496274,Mapped from,2017-12-14,2099-12-31,
19018935,45708075,Mapped from,1970-01-01,2099-12-31,
44443418,19078461,Maps to,2016-09-01,2099-12-31,
45622890,1551192,SPL - RxNorm,2015-01-29,2099-12-31,
45037552,19075601,Maps to,2013-08-05,2099-12-31,
4056253,4240345,Using finding method,2011-07-31,2099-12-31,
45825851,40168884,Maps to,2015-01-29,2099-12-31,
43210540,19080129,Marketed form of,2017-06-24,2099-12-31,
1551170,45262224,Mapped from,1970-01-01,2099-12-31,
19008572,42654560,Mapped from,2020-02-09,2099-12-31,
739207,45381955,Mapped from,2008-08-01,2099-12-31,
739207,42803047,RxNorm - SPL,2018-04-20,2099-12-31,
40228214,41324250,Has marketed form,2017-07-18,2099-12-31,
19073777,46330201,Mapped from,2015-09-01,2099-12-31,
45124839,40221355,Maps to,1970-01-01,2099-12-31,
45180888,19079658,Maps to,1970-01-01,2099-12-31,
40163554,45331566,Mapped from,2009-08-03,2099-12-31,
45204638,19078461,Maps to,2010-03-01,2099-12-31,
35505679,1127433,Maps to,2019-04-07,2099-12-31,
43021536,4168004,Has asso morph,2013-01-31,2099-12-31,
40725137,1107882,Tradename of,2018-06-04,2099-12-31,
1101556,737457,Mapped from,2019-03-10,2099-12-31,
44847918,19079658,Maps to,2011-05-02,2099-12-31,
44777626,44777626,Maps to,1970-01-01,2099-12-31,
1348267,41262468,Has marketed form,2017-07-18,2099-12-31,
1749008,43566875,Has brand name,2016-07-01,2099-12-31,
44879143,19018935,Maps to,1970-01-01,2099-12-31,
40185280,21096399,Has marketed form,2017-06-24,2099-12-31,
19133873,45294305,Mapped from,2009-03-02,2099-12-31,
45636743,46275916,SPL - RxNorm,1970-01-01,2099-12-31,
4205911,46275444,SNOMED - RxNorm eq,1970-01-01,2099-12-31,
1511248,584875,Mapped from,2019-05-19,2099-12-31,
19078461,36496893,Mapped from,2017-12-14,2099-12-31,
19020053,45306789,Mapped from,2010-12-06,2099-12-31,
45142479,19133873,Maps to,2009-03-02,2099-12-31,
19076374,41456606,Has marketed form,2017-07-18,2099-12-31,
1332419,41012859,Has marketed form,2017-07-18,2099-12-31,
35500309,19078461,Maps to,2021-06-20,2099-12-31,
45322546,1539463,Maps to,2008-04-01,2099-12-31,
19076374,45138937,Mapped from,1970-01-01,2099-12-31,
43692495,19078461,Marketed form of,2017-06-24,2099-12-31,
1372783,40163924,Maps to,2019-02-10,2099-12-31,
19008572,45239785,Mapped from,2013-08-05,2099-12-31,
734356,1984960,Mapped from,2022-03-15,2099-12-31,
2934116,19125062,Box of,2021-06-30,2099-12-31,
3046853,3048596,Contained in panel,1970-01-01,2099-12-31,
42869727,1011830,Has component,2019-12-13,2099-12-31,
739207,44416407,Mapped from,2016-06-01,2099-12-31,
45707457,19020053,Maps to,1970-01-01,2099-12-31,
42654306,19020053,Maps to,2020-02-09,2099-12-31,
723042,44873598,Mapped from,1970-01-01,2099-12-31,
40185280,45635832,Mapped from,1970-01-01,2099-12-31,
44074325,1348267,Tradename of,2017-06-25,2099-12-31,
3003338,42870592,Contained in panel,1970-01-01,2099-12-31,
1768849,35847966,Has brand name,2020-10-02,2099-12-31,
43559050,40228214,Maps to,2020-07-12,2099-12-31,
19019851,40840003,Has tradename,2017-07-18,2099-12-31,
36698749,1127433,Maps to,2019-10-13,2099-12-31,
46254694,19019308,Maps to,2015-07-08,2099-12-31,
1341927,19024123,Has brand name,2007-05-03,2099-12-31,
260139,4197404,Subsumes,2011-07-31,2099-12-31,
19079658,45089791,Mapped from,1970-01-01,2099-12-31,
19020053,45253473,Mapped from,1970-01-01,2099-12-31,
46273821,4077953,Is a,2015-07-31,2099-12-31,
1177480,19081495,RxNorm ing of,2005-04-04,2099-12-31,
45664399,19079524,SPL - RxNorm,1970-01-01,2099-12-31,
19022781,45086846,Mapped from,2013-08-05,2099-12-31,
35603224,1627882,RxNorm - SPL,2022-02-20,2099-12-31,
19077344,45791931,RxNorm - SPL,2015-01-29,2099-12-31,
40184084,43288565,Has tradename,2016-09-30,2099-12-31,
40850286,1332419,Tradename of,2017-07-18,2099-12-31,
36155724,40229134,SPL - RxNorm,1970-01-01,2099-12-31,
4065596,40277917,Is a,2018-07-31,2099-12-31,
45221186,19078461,Maps to,2009-07-06,2099-12-31,
45130717,19077344,Maps to,1970-01-01,2099-12-31,
19078461,45110308,Mapped from,1970-01-01,2099-12-31,
715294,1560984,RxNorm - SPL,1970-01-01,2099-12-31,
44429226,19126352,Maps to,2016-04-01,2099-12-31,
45850244,19078924,Maps to,2015-01-29,2099-12-31,
40163924,45671239,RxNorm - SPL,1970-01-01,2099-12-31,
45800887,19008572,SPL - RxNorm,2015-01-29,2099-12-31,
1167323,36261424,Has marketed form,2017-10-01,2099-12-31,
4197633,4207470,Has method,2011-07-31,2099-12-31,
4242112,313217,Finding site of,2011-07-31,2099-12-31,
3557709,134438,Concept was_a to,2012-10-01,2099-12-31,
1112807,43567443,Has brand name,2016-07-01,2099-12-31,
35605482,35527959,Mapped from,2018-12-09,2099-12-31,
45163450,19079524,Maps to,1970-01-01,2099-12-31,
4240345,4314323,Finding method of,2011-07-31,2099-12-31,
44777543,44777543,Maps to,1970-01-01,2099-12-31,
1393501,40185280,Maps to,2019-10-13,2099-12-31,
4009899,4306084,Maps to,1970-01-01,2099-12-31,
45204084,19008572,Maps to,2012-05-07,2099-12-31,
19133873,45062753,Mapped from,2009-03-02,2099-12-31,
19073094,42930764,Has tradename,2018-08-21,2099-12-31,
1718758,42880713,RxNorm - SPL,2020-02-09,2099-12-31,
45036220,40223834,Maps to,2011-02-07,2099-12-31,
45640406,19078461,SPL - RxNorm,2015-01-29,2099-12-31,
40277917,36714541,Subsumes,2018-07-31,2099-12-31,
40491372,4286804,Is a,2011-07-31,2099-12-31,
45007480,1545959,Maps to,2012-11-26,2099-12-31,
1154380,43143276,Has marketed form,2017-06-24,2099-12-31,
45079178,1107882,Maps to,2011-10-25,2099-12-31,
3023103,42529093,Contained in panel,1970-01-01,2099-12-31,
44783001,4140455,Has asso proc,2014-01-31,2099-12-31,
585108,19018935,Maps to,2019-05-13,2099-12-31,
19073094,35519681,Mapped from,2018-11-25,2099-12-31,
3027114,40757364,Contained in panel,1970-01-01,2099-12-31,
4168004,443977,Asso morph of,2011-07-31,2099-12-31,
40222846,44473275,Mapped from,2017-10-23,2099-12-31,
19057271,45703873,RxNorm - SPL,2015-01-29,2099-12-31,
957136,45693579,Mapped from,1970-01-01,2099-12-31,
19020053,43515380,Has marketed form,2017-08-29,2099-12-31,
36885725,1718701,Box of,2017-06-24,2099-12-31,
45676203,40162522,SPL - RxNorm,2015-01-29,2099-12-31,
45105734,19020053,Maps to,2011-01-03,2099-12-31,
44849218,19080129,Maps to,2008-01-01,2099-12-31,
19078461,42661612,Mapped from,2020-02-09,2099-12-31,
1341927,45313252,Mapped from,2020-07-23,2099-12-31,
9552,9552,Maps to,1970-01-01,2099-12-31,
19080128,45079001,Mapped from,2008-01-01,2099-12-31,
46332201,19080128,Maps to,2015-09-01,2099-12-31,
40229134,35839249,Mapped from,2021-03-07,2099-12-31,
1029816,3038553,Time aspect of,2019-12-13,2099-12-31,
44889190,19020053,Maps to,2011-10-25,2099-12-31,
19022781,42924734,Has tradename,2018-08-21,2099-12-31,
45695758,19075001,Maps to,1970-01-01,2099-12-31,
19073094,45850060,Mapped from,2015-01-29,2099-12-31,
19078461,45325154,Mapped from,2010-01-04,2099-12-31,
40486537,4133895,Has intent,2011-07-31,2099-12-31,
45339576,19078924,Maps to,2012-05-07,2099-12-31,
40224805,45974684,Mapped from,2016-01-31,2099-12-31,
1332419,44424924,Mapped from,2017-06-01,2099-12-31,
4235738,4250917,Is a,2011-07-31,2099-12-31,
36142841,19020053,Maps to,2021-12-12,2099-12-31,
134438,44795019,Subsumes,2015-03-01,2099-12-31,
19010522,40737476,Has marketed form,2018-06-04,2099-12-31,
45089936,19080129,Maps to,1970-01-01,2099-12-31,
35149281,1107882,Marketed form of,2019-03-11,2099-12-31,
45786661,40244026,SPL - RxNorm,2015-01-29,2099-12-31,
19077463,45295075,Mapped from,2013-10-02,2099-12-31,
42971926,40221355,Tradename of,2018-08-21,2099-12-31,
19019273,19008027,Has tradename,2005-04-04,2099-12-31,
19080129,45231494,Mapped from,2009-03-02,2099-12-31,
42930541,1332419,Tradename of,2018-08-21,2099-12-31,
197035,198199,Is a,2017-01-31,2099-12-31,
40232448,45124257,Mapped from,2013-10-02,2099-12-31,
715294,36226544,RxNorm is a,2016-08-01,2099-12-31,
40168884,45680420,Mapped from,1970-01-01,2099-12-31,
36223222,19123231,RxNorm inverse is a,2016-08-01,2099-12-31,
19078461,43266863,Has marketed form,2017-06-24,2099-12-31,
44482779,19078461,Maps to,2017-10-23,2099-12-31,
35849689,19079524,Tradename of,2020-10-02,2099-12-31,
36153638,19020053,SPL - RxNorm,1970-01-01,2099-12-31,
19078461,41291165,Has marketed form,2017-07-18,2099-12-31,
21032212,19019273,Marketed form of,2015-08-17,2099-12-31,
19079658,36186773,Mapped from,2018-09-23,2099-12-31,
19020053,45644788,RxNorm - SPL,1970-01-01,2099-12-31,
40221355,42971925,Has tradename,2018-08-21,2099-12-31,
1115171,45817374,Mapped from,2015-01-29,2099-12-31,
4154503,1150837,SNOMED - RxNorm eq,1970-01-01,2099-12-31,
